  Year   Month  Anomaly  Unc.    Anomaly  Unc.    Anomaly  Unc.    Anomaly  Unc.    Anomaly  Unc.
  1808     5    -1.908  2.053    -0.690  0.812    -0.881  0.497    -0.801  0.432    -0.683  0.319
  1808     6    -0.090  0.990    -0.992  0.797    -0.908  0.489    -0.808  0.426    -0.681  0.312
  1808     7     0.165  0.947    -1.077  0.784    -0.936  0.498    -0.813  0.424    -0.687  0.307
  1808     8    -0.733  1.433    -1.184  0.810    -0.975  0.481    -0.832  0.425    -0.694  0.310
  1808     9     0.596  2.049    -1.256  0.722    -0.992  0.486    -0.832  0.425    -0.699  0.313
  1808    10    -1.447  1.315    -1.216  0.693    -1.018  0.488    -0.834  0.421    -0.708  0.313
  1808    11    -1.698  2.391    -1.212  0.616    -1.052  0.500    -0.827  0.408    -0.713  0.308
  1808    12    -2.707  2.082    -1.239  0.663    -1.055  0.510    -0.828  0.394    -0.711  0.306
  1809     1    -2.373  1.728    -1.391  0.720    -1.089  0.526    -0.836  0.392    -0.716  0.308
  1809     2    -2.287  2.251    -1.414  0.713    -1.107  0.550    -0.838  0.386    -0.717  0.305
  1809     3    -1.798  1.375    -1.562  0.702    -1.142  0.574    -0.852  0.380    -0.723  0.308
  1809     4    -0.307  1.871    -1.492  0.594    -1.173  0.575    -0.875  0.379    -0.731  0.310
  1809     5    -1.860  1.019    -1.597  0.643    -1.201  0.579    -0.898  0.389    -0.737  0.308
  1809     6    -0.411  1.691    -1.509  0.617    -1.215  0.586    -0.906  0.390    -0.743  0.309
  1809     7    -1.659  2.662    -1.440  0.629    -1.217  0.570    -0.936  0.397    -0.751  0.311
  1809     8    -1.001  1.328    -1.314  0.676    -1.282  0.603    -0.953  0.403    -0.759  0.313
  1809     9    -1.182  1.156    -1.194  0.742    -1.328  0.625    -0.969  0.402    -0.765  0.317
  1809    10    -0.607  2.173    -1.309  0.751    -1.329  0.636    -0.985  0.402    -0.766  0.312
  1809    11    -2.964  1.836    -1.331  0.850    -1.327  0.636    -0.987  0.392    -0.772  0.303
  1809    12    -1.643  2.455    -1.426  0.832    -1.348  0.632    -0.959  0.386    -0.777  0.303
  1810     1    -1.547  2.649    -1.437  0.903    -1.346  0.605    -0.965  0.376    -0.785  0.297
  1810     2    -0.781  2.575    -1.498  0.942    -1.325  0.593    -0.968  0.379    -0.791  0.288
  1810     3    -0.352  2.719    -1.610  0.997    -1.366  0.598    -0.985  0.375    -0.792  0.288
  1810     4    -1.687  1.643    -1.761  1.191    -1.387  0.601    -0.998  0.376    -0.794  0.285
  1810     5    -2.129  1.742    -1.682  1.217    -1.413  0.592    -1.010  0.379    -0.793  0.285
  1810     6    -1.546  1.605    -1.619  1.123    -1.465  0.621    -1.034  0.379    -0.794  0.289
  1810     7    -1.791  1.708    -1.601  1.228    -1.510  0.653    -1.037  0.384    -0.797  0.289
  1810     8    -1.736  1.961    -1.758  1.123    -1.508  0.641    -1.054  0.392    -0.804  0.292
  1810     9    -2.526  1.558    -1.859  1.036    -1.553  0.627    -1.062  0.391    -0.803  0.292
  1810    10    -2.419  2.263    -1.869  1.053    -1.542  0.616    -1.067  0.395    -0.811  0.293
  1810    11    -2.014  2.365    -1.834  1.049    -1.507  0.608    -1.070  0.393    -0.816  0.294
  1810    12    -0.894  2.410    -1.809  1.018    -1.509  0.591    -1.095  0.402    -0.826  0.296
  1811     1    -1.330  2.043    -1.857  1.029    -1.509  0.580    -1.097  0.402    -0.825  0.297
  1811     2    -2.667  3.412    -1.748  0.996    -1.509  0.562    -1.115  0.396    -0.824  0.300
  1811     3    -1.558  1.772    -1.679  1.018    -1.515  0.574    -1.122  0.393    -0.829  0.300
  1811     4    -1.808  1.737    -1.701  0.862    -1.500  0.556    -1.125  0.396    -0.828  0.300
  1811     5    -1.708  1.467    -1.737  0.793    -1.459  0.531    -1.133  0.400    -0.831  0.299
  1811     6    -1.251  1.491    -1.687  0.897    -1.436  0.514    -1.138  0.403    -0.832  0.296
  1811     7    -2.367  1.654    -1.707  0.730    -1.414  0.504    -1.152  0.408    -0.840  0.295
  1811     8    -0.430  1.850    -1.738  0.768    -1.401  0.496    -1.168  0.414    -0.840  0.296
  1811     9    -1.695  2.140    -1.872  0.865    -1.414  0.494    -1.186  0.419    -0.846  0.300
  1811    10    -2.678  2.589    -1.831  0.951    -1.426  0.487    -1.208  0.420    -0.849  0.300
  1811    11    -2.442  1.629    -1.832  0.885    -1.426  0.505    -1.218  0.419    -0.850  0.303
  1811    12    -0.302  2.070    -1.848  0.909    -1.431  0.490    -1.243  0.430    -0.858  0.301
  1812     1    -1.572  4.259    -1.646  0.921    -1.433  0.501    -1.238  0.441    -0.863  0.302
  1812     2    -3.030  3.136    -1.508  0.941    -1.437  0.498    -1.242  0.447    -0.857  0.300
  1812     3    -3.170  2.444    -1.523  0.915    -1.442  0.496    -1.244  0.446    -0.847  0.297
  1812     4    -1.317  3.042    -1.432  0.809    -1.464  0.514    -1.237  0.446    -0.845  0.298
  1812     5    -1.721  1.340    -1.359  0.882    -1.401  0.504    -1.237  0.450    -0.846  0.297
  1812     6    -1.440  0.994    -1.519  0.883    -1.335  0.493    -1.254  0.451    -0.853  0.295
  1812     7     0.060  1.054    -1.723  0.822    -1.317  0.490    -1.272  0.443    -0.855  0.298
  1812     8     1.223  1.322    -1.544  0.773    -1.319  0.492    -1.275  0.445    -0.859  0.301
  1812     9    -1.877  2.590    -1.586  0.829    -1.339  0.472    -1.307  0.447    -0.863  0.302
  1812    10    -1.592  1.181    -1.482  0.916    -1.338  0.468    -1.329  0.450    -0.872  0.305
  1812    11    -1.561  2.329    -1.326  0.990    -1.327  0.458    -1.340  0.451    -0.877  0.302
  1812    12    -2.223  3.190    -1.225  0.940    -1.340  0.450    -1.375  0.459    -0.886  0.299
  1813     1    -4.012  3.114    -1.214  0.956    -1.310  0.457    -1.375  0.459    -0.881  0.298
  1813     2    -0.892  1.665    -1.378  0.899    -1.292  0.453    -1.387  0.449    -0.879  0.291
  1813     3    -3.666  1.929    -1.201  0.813    -1.266  0.442    -1.376  0.431    -0.880  0.287
  1813     4    -0.079  1.714    -1.115  0.796    -1.261  0.423    -1.356  0.413    -0.887  0.285
  1813     5     0.151  3.367    -0.920  0.887    -1.259  0.412    -1.340  0.402    -0.893  0.283
  1813     6    -0.226  1.186    -0.845  0.770    -1.283  0.426    -1.336  0.393    -0.893  0.282
  1813     7     0.200  1.251    -0.598  0.750    -1.258  0.414    -1.344  0.385    -0.897  0.280
  1813     8    -0.745  0.741    -0.652  0.722    -1.255  0.401    -1.343  0.375    -0.907  0.281
  1813     9     0.242  1.692    -0.559  0.769    -1.252  0.387    -1.361  0.381    -0.916  0.278
  1813    10    -0.561  1.439    -0.638  0.707    -1.232  0.391    -1.370  0.381    -0.921  0.278
  1813    11     0.779  1.789    -0.806  0.595    -1.215  0.385    -1.363  0.379    -0.927  0.274
  1813    12    -1.316  1.606    -0.844  0.573    -1.221  0.384    -1.349  0.384    -0.928  0.273
  1814     1    -1.048  2.813    -1.012  0.564    -1.216  0.383    -1.341  0.396    -0.928  0.276
  1814     2    -1.547  2.192    -1.054  0.558    -1.229  0.378    -1.330  0.401    -0.924  0.274
  1814     3    -2.546  2.212    -1.199  0.554    -1.230  0.379    -1.335  0.405    -0.920  0.268
  1814     4    -1.022  1.226    -1.310  0.540    -1.243  0.366    -1.343  0.401    -0.927  0.271
  1814     5    -1.867  2.267    -1.308  0.615    -1.234  0.364    -1.339  0.399    -0.931  0.273
  1814     6    -0.691  0.984    -1.006  0.758    -1.270  0.364    -1.343  0.386    -0.933  0.275
  1814     7    -1.814  2.160    -0.958  0.741    -1.260  0.387    -1.341  0.378    -0.938  0.273
  1814     8    -1.248  1.332    -0.904  0.914    -1.202  0.370    -1.346  0.372    -0.944  0.274
  1814     9    -1.493  1.182    -0.819  0.798    -1.161  0.353    -1.346  0.377    -0.948  0.276
  1814    10    -1.894  1.721    -0.871  0.803    -1.146  0.357    -1.340  0.381    -0.952  0.276
  1814    11     0.800  3.178    -0.837  0.847    -1.147  0.357    -1.322  0.364    -0.957  0.269
  1814    12     2.306  3.351    -0.973  0.822    -1.159  0.359    -1.317  0.376    -0.946  0.265
  1815     1    -0.467  2.107    -0.819  0.942    -1.197  0.371    -1.315  0.370    -0.944  0.262
  1815     2    -0.895  3.580    -0.771  1.028    -1.224  0.377    -1.318  0.358    -0.942  0.257
  1815     3    -1.537  2.474    -0.728  0.999    -1.247  0.368    -1.321  0.353    -0.944  0.256
  1815     4    -1.640  1.691    -0.747  0.926    -1.270  0.378    -1.304  0.348    -0.941  0.256
  1815     5    -1.461  1.410    -0.971  0.790    -1.267  0.396    -1.283  0.342    -0.942  0.258
  1815     6    -2.326  0.936    -1.356  0.796    -1.285  0.395    -1.271  0.336    -0.944  0.256
  1815     7     0.037  2.464    -1.303  0.818    -1.240  0.378    -1.265  0.326    -0.947  0.253
  1815     8    -0.674  1.617    -1.436  0.758    -1.265  0.381    -1.267  0.318    -0.955  0.255
  1815     9    -0.976  1.310    -1.424  0.686    -1.200  0.380    -1.254  0.309    -0.959  0.258
  1815    10    -2.124  2.463    -1.340  0.741    -1.171  0.349    -1.247  0.302    -0.958  0.257
  1815    11    -1.880  1.505    -1.271  0.797    -1.173  0.328    -1.243  0.302    -0.951  0.255
  1815    12    -2.316  2.215    -1.216  0.807    -1.162  0.313    -1.251  0.316    -0.956  0.259
  1816     1     0.172  3.639    -1.387  0.831    -1.179  0.308    -1.236  0.320    -0.960  0.261
  1816     2    -2.501  3.051    -1.436  0.867    -1.177  0.306    -1.209  0.321    -0.966  0.260
  1816     3    -1.384  1.514    -1.497  0.818    -1.206  0.316    -1.196  0.323    -0.965  0.260
  1816     4    -0.638  2.385    -1.612  0.800    -1.239  0.333    -1.185  0.319    -0.963  0.260
  1816     5    -0.634  1.545    -1.612  0.866    -1.268  0.340    -1.171  0.311    -0.962  0.259
  1816     6    -1.660  1.330    -1.624  0.864    -1.262  0.366    -1.168  0.302    -0.960  0.262
  1816     7    -2.016  1.309    -1.718  1.066    -1.269  0.413    -1.160  0.296    -0.958  0.262
  1816     8    -1.264  0.919    -1.473  0.871    -1.259  0.430    -1.163  0.295    -0.964  0.264
  1816     9    -1.712  0.763    -1.419  0.838    -1.257  0.449    -1.165  0.297    -0.969  0.267
  1816    10    -3.496  3.668    -1.397  0.806    -1.260  0.460    -1.148  0.295    -0.969  0.265
  1816    11    -1.887  3.581    -1.493  0.796    -1.252  0.446    -1.131  0.303    -0.963  0.263
  1816    12    -2.462  2.854    -1.535  0.817    -1.256  0.440    -1.136  0.306    -0.960  0.267
  1817     1    -0.958  2.322    -1.554  0.792    -1.249  0.428    -1.121  0.308    -0.949  0.276
  1817     2     0.447  2.583    -1.483  0.772    -1.254  0.415    -1.084  0.304    -0.948  0.279
  1817     3    -0.733  1.845    -1.611  0.857    -1.249  0.428    -1.037  0.300    -0.942  0.280
  1817     4    -0.375  1.276    -1.568  0.799    -1.216  0.420    -1.027  0.305    -0.932  0.284
  1817     5    -1.796  1.414    -1.522  0.796    -1.243  0.420    -1.019  0.303    -0.922  0.285
  1817     6    -2.155  1.026    -1.593  0.737    -1.299  0.469    -1.010  0.300    -0.921  0.284
  1817     7    -2.243  1.382    -1.622  0.674    -1.314  0.469    -1.012  0.303    -0.920  0.277
  1817     8    -0.415  0.999    -1.861  0.717    -1.316  0.477    -1.028  0.302    -0.920  0.278
  1817     9    -3.246  1.755    -1.778  0.734    -1.303  0.488    -1.025  0.296    -0.928  0.274
  1817    10    -2.987  1.977    -1.611  0.640    -1.270  0.469    -1.023  0.299    -0.929  0.275
  1817    11    -1.332  1.672    -1.457  0.575    -1.239  0.464    -1.023  0.299    -0.928  0.274
  1817    12    -3.308  2.159    -1.240  0.567    -1.202  0.460    -1.026  0.300    -0.935  0.273
  1818     1    -1.309  1.871    -1.122  0.589    -1.221  0.480    -0.998  0.299    -0.938  0.277
  1818     2    -2.430  1.929    -1.141  0.587    -1.243  0.494    -1.001  0.303    -0.939  0.276
  1818     3     0.271  2.141    -0.997  0.671    -1.242  0.484    -0.972  0.299    -0.933  0.271
  1818     4     1.626  3.305    -0.958  0.672    -1.233  0.465    -0.977  0.294    -0.928  0.270
  1818     5     0.049  2.120    -0.926  0.768    -1.228  0.467    -0.985  0.291    -0.920  0.268
  1818     6     0.458  2.776    -0.729  0.840    -1.220  0.476    -0.979  0.290    -0.917  0.267
  1818     7    -0.836  1.559    -0.744  0.829    -1.214  0.488    -0.982  0.289    -0.917  0.265
  1818     8    -0.645  0.790    -0.620  0.895    -1.164  0.495    -0.982  0.287    -0.915  0.260
  1818     9    -1.513  1.603    -0.844  0.666    -1.139  0.496    -1.000  0.290    -0.926  0.261
  1818    10    -2.524  1.670    -1.082  0.646    -1.138  0.491    -1.008  0.290    -0.922  0.262
  1818    11    -0.944  2.561    -1.200  0.661    -1.127  0.483    -1.027  0.296    -0.915  0.262
  1818    12    -0.940  1.964    -1.319  0.722    -1.115  0.471    -1.029  0.307    -0.906  0.266
  1819     1    -1.496  2.320    -1.364  0.772    -1.104  0.455    -1.019  0.314    -0.898  0.269
  1819     2    -0.941  2.382    -1.439  0.794    -1.096  0.448    -1.010  0.314    -0.895  0.269
  1819     3    -2.412  3.475    -1.410  0.751    -1.100  0.453    -0.989  0.316    -0.888  0.267
  1819     4    -1.230  1.170    -1.193  0.660    -1.053  0.444    -0.979  0.322    -0.889  0.261
  1819     5    -1.365  1.015    -1.183  0.698    -1.029  0.461    -0.965  0.322    -0.881  0.261
  1819     6    -0.967  1.174    -1.195  0.730    -1.002  0.460    -0.959  0.330    -0.881  0.257
  1819     7    -1.385  0.912    -1.181  0.783    -0.981  0.452    -0.941  0.334    -0.875  0.252
  1819     8    -1.539  0.686    -1.191  0.833    -0.967  0.451    -0.935  0.330    -0.872  0.249
  1819     9    -1.171  1.061    -1.050  0.787    -0.914  0.455    -0.926  0.333    -0.874  0.249
  1819    10     0.088  1.547    -0.918  0.732    -0.908  0.474    -0.919  0.341    -0.873  0.254
  1819    11    -0.821  2.124    -0.773  0.733    -0.891  0.464    -0.927  0.359    -0.865  0.254
  1819    12    -1.087  2.443    -0.703  0.729    -0.862  0.450    -0.933  0.385    -0.862  0.256
  1820     1    -1.329  3.572    -0.679  0.772    -0.828  0.455    -0.923  0.386    -0.853  0.261
  1820     2    -1.059  2.042    -0.713  0.764    -0.832  0.442    -0.916  0.392    -0.846  0.261
  1820     3    -0.727  2.335    -0.693  0.805    -0.802  0.432    -0.903  0.383    -0.848  0.255
  1820     4     0.358  1.113    -0.833  0.712    -0.776  0.430    -0.883  0.380    -0.839  0.254
  1820     5     0.376  0.997    -0.897  0.667    -0.779  0.420    -0.875  0.377    -0.834  0.252
  1820     6    -0.131  0.725    -0.959  0.680    -0.766  0.424    -0.853  0.375    -0.830  0.250
  1820     7    -1.091  1.123    -0.807  0.586    -0.757  0.426    -0.856  0.381    -0.820  0.249
  1820     8    -1.954  0.867    -0.674  0.734    -0.737  0.424    -0.856  0.384    -0.815  0.242
  1820     9    -0.930  1.236    -0.605  0.659    -0.745  0.402    -0.856  0.374    -0.810  0.243
  1820    10    -1.595  0.918    -0.682  0.789    -0.783  0.381    -0.848  0.367    -0.805  0.241
  1820    11    -1.579  1.089    -0.714  0.739    -0.796  0.381    -0.832  0.363    -0.791  0.236
  1820    12    -1.836  1.903    -0.777  0.635    -0.796  0.386    -0.817  0.361    -0.783  0.243
  1821     1     0.497  2.088    -0.801  0.601    -0.785  0.388    -0.824  0.357    -0.779  0.240
  1821     2     0.531  2.733    -0.705  0.590    -0.787  0.381    -0.816  0.347    -0.770  0.233
  1821     3     0.107  1.578    -0.786  0.636    -0.794  0.380    -0.808  0.346    -0.767  0.231
  1821     4    -0.573  1.510    -0.711  0.635    -0.778  0.366    -0.802  0.347    -0.761  0.228
  1821     5    -0.002  0.891    -0.617  0.722    -0.787  0.372    -0.792  0.342    -0.755  0.228
  1821     6    -0.884  1.632    -0.533  0.706    -0.797  0.367    -0.781  0.347    -0.751  0.230
  1821     7    -1.388  1.017    -0.552  0.598    -0.769  0.346    -0.763  0.348    -0.744  0.230
  1821     8    -0.801  1.019    -0.489  0.539    -0.762  0.335    -0.759  0.347    -0.748  0.231
  1821     9    -1.904  1.029    -0.292  0.559    -0.721  0.327    -0.752  0.351    -0.750  0.233
  1821    10    -0.686  1.283    -0.248  0.587    -0.699  0.340    -0.729  0.344    -0.745  0.228
  1821    11    -0.455  2.094    -0.313  0.583    -0.678  0.356    -0.709  0.342    -0.741  0.229
  1821    12    -0.825  1.595    -0.273  0.620    -0.662  0.375    -0.677  0.341    -0.745  0.228
  1822     1     0.265  2.507    -0.173  0.650    -0.633  0.394    -0.660  0.345    -0.741  0.225
  1822     2     1.293  1.787    -0.163  0.639    -0.615  0.395    -0.654  0.339    -0.734  0.218
  1822     3     2.470  1.841    -0.122  0.605    -0.603  0.395    -0.640  0.338    -0.723  0.212
  1822     4    -0.044  1.932    -0.186  0.632    -0.622  0.403    -0.628  0.347    -0.719  0.207
  1822     5    -0.782  1.059    -0.273  0.576    -0.611  0.411    -0.608  0.349    -0.715  0.210
  1822     6    -0.404  0.880    -0.417  0.611    -0.567  0.411    -0.589  0.347    -0.712  0.213
  1822     7    -0.186  0.695    -0.501  0.592    -0.533  0.391    -0.568  0.349    -0.714  0.217
  1822     8    -0.690  0.799    -0.710  0.581    -0.516  0.388    -0.566  0.346    -0.728  0.223
  1822     9    -1.414  1.483    -0.936  0.593    -0.503  0.362    -0.549  0.340    -0.727  0.226
  1822    10    -1.449  0.966    -0.984  0.676    -0.497  0.373    -0.530  0.336    -0.722  0.224
  1822    11    -1.494  1.117    -0.981  0.744    -0.512  0.369    -0.517  0.331    -0.723  0.224
  1822    12    -2.553  2.048    -0.908  0.755    -0.504  0.372    -0.496  0.328    -0.726  0.224
  1823     1    -0.746  1.762    -0.907  0.733    -0.491  0.357    -0.501  0.328    -0.711  0.222
  1823     2    -1.212  1.712    -0.914  0.739    -0.469  0.347    -0.491  0.325    -0.709  0.223
  1823     3    -0.242  1.723    -0.956  0.671    -0.469  0.339    -0.489  0.330    -0.697  0.222
  1823     4    -0.625  1.920    -0.966  0.731    -0.464  0.342    -0.499  0.330    -0.698  0.226
  1823     5    -0.747  1.316    -0.965  0.643    -0.437  0.334    -0.500  0.333    -0.702  0.232
  1823     6     0.476  1.067    -0.882  0.562    -0.415  0.325    -0.498  0.332    -0.703  0.235
  1823     7    -0.175  0.959    -0.806  0.542    -0.433  0.320    -0.490  0.332    -0.707  0.240
  1823     8    -0.772  1.016    -0.746  0.548    -0.469  0.308    -0.487  0.329    -0.707  0.242
  1823     9    -1.927  1.342    -0.722  0.473    -0.477  0.316    -0.491  0.327    -0.711  0.245
  1823    10    -1.568  1.181    -0.661  0.436    -0.465  0.318    -0.474  0.323    -0.715  0.248
  1823    11    -1.481  1.342    -0.611  0.492    -0.456  0.315    -0.467  0.325    -0.716  0.247
  1823    12    -1.558  1.630    -0.650  0.620    -0.448  0.320    -0.464  0.327    -0.714  0.245
  1824     1     0.164  1.539    -0.606  0.714    -0.422  0.332    -0.455  0.320    -0.719  0.248
  1824     2    -0.490  1.408    -0.580  0.747    -0.422  0.339    -0.459  0.315    -0.716  0.247
  1824     3     0.051  1.318    -0.459  0.700    -0.405  0.340    -0.441  0.305    -0.704  0.248
  1824     4     0.106  1.932    -0.414  0.777    -0.406  0.335    -0.434  0.301    -0.701  0.247
  1824     5    -0.143  1.477    -0.303  0.758    -0.388  0.324    -0.422  0.295    -0.694  0.245
  1824     6     0.004  1.663    -0.043  0.798    -0.352  0.323    -0.419  0.294    -0.694  0.247
  1824     7     0.355  1.410     0.001  0.853    -0.339  0.322    -0.408  0.292    -0.687  0.245
  1824     8    -0.466  0.930     0.037  0.776    -0.340  0.314    -0.399  0.289    -0.685  0.242
  1824     9    -0.467  0.650     0.038  0.722    -0.367  0.313    -0.402  0.286    -0.681  0.245
  1824    10    -1.027  1.107     0.089  0.665    -0.347  0.313    -0.406  0.285    -0.675  0.246
  1824    11    -0.153  1.162     0.059  0.622    -0.325  0.319    -0.407  0.291    -0.677  0.250
  1824    12     1.559  1.751     0.088  0.572    -0.316  0.320    -0.407  0.286    -0.689  0.255
  1825     1     0.697  1.616     0.031  0.511    -0.307  0.319    -0.391  0.278    -0.687  0.252
  1825     2    -0.067  1.578     0.017  0.512    -0.299  0.323    -0.375  0.286    -0.684  0.256
  1825     3     0.062  1.179    -0.023  0.497    -0.295  0.319    -0.375  0.274    -0.682  0.252
  1825     4     0.718  1.010    -0.041  0.478    -0.283  0.311    -0.373  0.279    -0.678  0.250
  1825     5    -0.493  1.139    -0.027  0.480    -0.254  0.310    -0.385  0.278    -0.677  0.251
  1825     6     0.342  0.820    -0.200  0.479    -0.225  0.300    -0.389  0.278    -0.673  0.252
  1825     7    -0.326  1.315    -0.309  0.535    -0.244  0.299    -0.374  0.278    -0.679  0.252
  1825     8    -0.630  1.547    -0.435  0.493    -0.245  0.296    -0.362  0.271    -0.683  0.253
  1825     9    -0.947  1.187    -0.473  0.498    -0.234  0.318    -0.367  0.276    -0.688  0.253
  1825    10    -1.246  0.816    -0.522  0.455    -0.216  0.336    -0.364  0.277    -0.685  0.250
  1825    11     0.016  1.076    -0.434  0.496    -0.203  0.341    -0.338  0.273    -0.685  0.253
  1825    12    -0.516  1.287    -0.496  0.489    -0.200  0.337    -0.315  0.271    -0.685  0.252
  1826     1    -0.606  1.620    -0.457  0.469    -0.196  0.338    -0.321  0.267    -0.689  0.251
  1826     2    -1.586  1.669    -0.469  0.450    -0.187  0.342    -0.331  0.258    -0.682  0.251
  1826     3    -0.390  1.161    -0.465  0.463    -0.188  0.338    -0.338  0.259    -0.677  0.251
  1826     4     0.130  1.809    -0.424  0.458    -0.171  0.347    -0.338  0.260    -0.679  0.248
  1826     5     0.567  0.662    -0.374  0.469    -0.147  0.342    -0.340  0.263    -0.681  0.247
  1826     6    -0.407  1.251    -0.220  0.499    -0.131  0.350    -0.334  0.266    -0.678  0.248
  1826     7     0.144  0.957    -0.081  0.584    -0.141  0.352    -0.329  0.269    -0.673  0.246
  1826     8    -0.776  0.811     0.155  0.587    -0.157  0.355    -0.333  0.271    -0.674  0.247
  1826     9    -0.898  1.315     0.258  0.609    -0.161  0.345    -0.335  0.271    -0.672  0.248
  1826    10    -0.752  0.928     0.344  0.617    -0.170  0.328    -0.341  0.268    -0.660  0.245
  1826    11     0.612  0.904     0.341  0.698    -0.167  0.312    -0.350  0.268    -0.661  0.245
  1826    12     1.327  1.713     0.386  0.680    -0.176  0.302    -0.353  0.263    -0.654  0.238
  1827     1     1.068  2.307     0.401  0.676    -0.183  0.290    -0.362  0.258    -0.653  0.236
  1827     2     1.241  1.746     0.451  0.650    -0.183  0.287    -0.383  0.253    -0.657  0.233
  1827     3     0.853  1.143     0.426  0.589    -0.200  0.284    -0.409  0.255    -0.661  0.233
  1827     4     1.157  1.815     0.429  0.670    -0.190  0.283    -0.411  0.253    -0.667  0.233
  1827     5     0.538  1.564     0.399  0.679    -0.204  0.281    -0.411  0.256    -0.665  0.234
  1827     6     0.126  1.503     0.219  0.621    -0.246  0.275    -0.413  0.260    -0.662  0.233
  1827     7     0.332  0.893    -0.027  0.537    -0.250  0.277    -0.416  0.264    -0.656  0.234
  1827     8    -0.186  1.069    -0.237  0.553    -0.233  0.284    -0.427  0.268    -0.658  0.234
  1827     9    -1.196  0.803    -0.269  0.606    -0.247  0.290    -0.429  0.270    -0.650  0.233
  1827    10    -0.712  1.370    -0.329  0.547    -0.250  0.287    -0.422  0.267    -0.645  0.231
  1827    11     0.246  0.952    -0.373  0.473    -0.259  0.287    -0.424  0.267    -0.647  0.227
  1827    12    -0.827  1.894    -0.326  0.415    -0.274  0.293    -0.426  0.267    -0.639  0.224
  1828     1    -1.883  1.858    -0.348  0.415    -0.258  0.303    -0.423  0.268    -0.648  0.224
  1828     2    -1.282  1.482    -0.352  0.424    -0.255  0.298    -0.416  0.268    -0.645  0.225
  1828     3     0.467  1.664    -0.418  0.423    -0.265  0.308    -0.421  0.271    -0.653  0.222
  1828     4     0.445  0.838    -0.406  0.414    -0.264  0.313    -0.420  0.274    -0.664  0.223
  1828     5     0.003  0.794    -0.431  0.409    -0.239  0.307    -0.420  0.276    -0.670  0.226
  1828     6     0.693  1.822    -0.409  0.442    -0.214  0.310    -0.428  0.278    -0.675  0.229
  1828     7     0.068  1.113    -0.290  0.505    -0.209  0.305    -0.431  0.285    -0.671  0.233
  1828     8    -0.239  0.771    -0.303  0.516    -0.194  0.301    -0.431  0.288    -0.670  0.233
  1828     9    -1.986  0.629    -0.360  0.540    -0.199  0.301    -0.422  0.294    -0.668  0.229
  1828    10    -0.560  0.879    -0.434  0.546    -0.210  0.301    -0.421  0.297    -0.660  0.227
  1828    11    -0.059  0.878    -0.427  0.629    -0.224  0.310    -0.404  0.292    -0.660  0.226
  1828    12    -0.569  1.709    -0.531  0.619    -0.221  0.315    -0.399  0.283    -0.660  0.224
  1829     1    -0.457  1.687    -0.545  0.587    -0.235  0.317    -0.419  0.283    -0.656  0.219
  1829     2    -1.432  1.546    -0.564  0.609    -0.245  0.325    -0.422  0.285    -0.651  0.216
  1829     3    -0.213  1.298    -0.522  0.644    -0.266  0.335    -0.419  0.286    -0.653  0.213
  1829     4    -0.444  0.913    -0.507  0.702    -0.276  0.335    -0.423  0.288    -0.650  0.212
  1829     5     0.084  1.630    -0.587  0.663    -0.312  0.350    -0.423  0.289    -0.649  0.213
  1829     6    -0.560  1.607    -0.621  0.670    -0.354  0.344    -0.429  0.290    -0.649  0.216
  1829     7    -0.095  0.804    -0.543  0.630    -0.385  0.345    -0.434  0.292    -0.643  0.218
  1829     8    -0.467  1.128    -0.343  0.612    -0.426  0.337    -0.435  0.291    -0.636  0.219
  1829     9    -1.477  0.719    -0.393  0.612    -0.452  0.345    -0.435  0.289    -0.636  0.219
  1829    10    -0.387  1.137    -0.307  0.601    -0.475  0.349    -0.432  0.288    -0.641  0.220
  1829    11    -1.019  1.220    -0.401  0.544    -0.497  0.358    -0.428  0.288    -0.647  0.224
  1829    12    -0.979  1.501    -0.403  0.535    -0.510  0.363    -0.445  0.288    -0.652  0.223
  1830     1     0.484  1.873    -0.341  0.612    -0.525  0.376    -0.451  0.293    -0.647  0.226
  1830     2     0.963  1.875    -0.341  0.589    -0.555  0.375    -0.453  0.290    -0.647  0.227
  1830     3    -0.805  1.312    -0.345  0.641    -0.562  0.379    -0.461  0.291    -0.649  0.226
  1830     4     0.581  1.266    -0.411  0.672    -0.560  0.378    -0.472  0.288    -0.652  0.225
  1830     5    -1.045  0.791    -0.203  0.655    -0.594  0.383    -0.478  0.290    -0.655  0.226
  1830     6    -0.578  1.356    -0.039  0.732    -0.626  0.411    -0.493  0.292    -0.654  0.226
  1830     7     0.651  1.359    -0.106  0.702    -0.603  0.425    -0.501  0.287    -0.649  0.226
  1830     8    -0.466  1.237    -0.240  0.727    -0.587  0.427    -0.510  0.281    -0.644  0.227
  1830     9    -1.531  1.375    -0.233  0.770    -0.609  0.445    -0.521  0.278    -0.645  0.228
  1830    10    -1.179  1.498    -0.326  0.763    -0.624  0.448    -0.522  0.276    -0.646  0.228
  1830    11     1.482  1.422    -0.260  0.800    -0.636  0.441    -0.537  0.275    -0.647  0.226
  1830    12     0.982  1.733    -0.231  0.764    -0.655  0.426    -0.552  0.278    -0.646  0.224
  1831     1    -0.313  2.092    -0.345  0.747    -0.667  0.429    -0.555  0.277    -0.656  0.224
  1831     2    -0.654  2.949    -0.419  0.766    -0.676  0.429    -0.549  0.285    -0.661  0.226
