  Year   Month  Anomaly  Unc.    Anomaly  Unc.    Anomaly  Unc.    Anomaly  Unc.    Anomaly  Unc.
  1989     4     0.331  0.109     0.277  0.020     0.445  0.019     0.298  0.013     0.369  0.007
  1989     5    -0.103  0.059     0.267  0.018     0.453  0.020     0.296  0.013     0.371  0.007
  1989     6    -0.092  0.150     0.272  0.019     0.458  0.020     0.302  0.014     0.374  0.007
  1989     7     0.225  0.087     0.315  0.018     0.465  0.020     0.304  0.013     0.377  0.008
  1989     8     0.230  0.061     0.319  0.018     0.462  0.020     0.304  0.013     0.379  0.008
  1989     9     0.287  0.053     0.398  0.018     0.473  0.019     0.308  0.013     0.381  0.008
  1989    10     0.505  0.037     0.436  0.019     0.472  0.019     0.313  0.013     0.382  0.008
  1989    11     0.079  0.075     0.483  0.019     0.473  0.020     0.321  0.013     0.383  0.008
  1989    12     0.789  0.087     0.521  0.020     0.467  0.019     0.329  0.012     0.383  0.008
  1990     1     0.644  0.108     0.535  0.020     0.454  0.020     0.333  0.012     0.383  0.008
  1990     2     0.476  0.065     0.532  0.021     0.452  0.020     0.350  0.012     0.385  0.008
  1990     3     1.413  0.057     0.515  0.030     0.438  0.020     0.354  0.012     0.389  0.008
  1990     4     0.787  0.091     0.522  0.030     0.434  0.020     0.357  0.012     0.391  0.008
  1990     5     0.460  0.097     0.584  0.026     0.431  0.020     0.358  0.012     0.392  0.008
  1990     6     0.363  0.102     0.584  0.028     0.424  0.022     0.363  0.012     0.394  0.008
  1990     7     0.393  0.071     0.582  0.029     0.422  0.022     0.372  0.011     0.394  0.008
  1990     8     0.202  0.082     0.613  0.029     0.427  0.022     0.377  0.012     0.395  0.009
  1990     9     0.083  0.164     0.514  0.031     0.427  0.022     0.382  0.012     0.396  0.009
  1990    10     0.583  0.075     0.521  0.031     0.422  0.022     0.388  0.012     0.396  0.009
  1990    11     0.822  0.121     0.502  0.029     0.416  0.021     0.395  0.012     0.394  0.009
  1990    12     0.795  0.112     0.532  0.026     0.407  0.020     0.397  0.012     0.393  0.008
  1991     1     0.616  0.078     0.548  0.024     0.403  0.019     0.393  0.012     0.391  0.008
  1991     2     0.853  0.078     0.567  0.023     0.392  0.019     0.393  0.012     0.390  0.008
  1991     3     0.223  0.045     0.608  0.023     0.379  0.019     0.391  0.012     0.390  0.008
  1991     4     0.864  0.097     0.601  0.029     0.373  0.019     0.390  0.012     0.391  0.008
  1991     5     0.233  0.085     0.561  0.030     0.364  0.019     0.389  0.011     0.394  0.008
  1991     6     0.722  0.049     0.531  0.031     0.358  0.019     0.391  0.012     0.396  0.008
  1991     7     0.593  0.068     0.562  0.030     0.364  0.018     0.396  0.012     0.397  0.008
  1991     8     0.427  0.079     0.552  0.026     0.350  0.018     0.401  0.011     0.397  0.008
  1991     9     0.574  0.094     0.582  0.028     0.349  0.019     0.405  0.012     0.399  0.008
  1991    10     0.497  0.073     0.528  0.023     0.354  0.018     0.406  0.012     0.401  0.008
  1991    11     0.345  0.092     0.522  0.027     0.361  0.018     0.411  0.012     0.405  0.008
  1991    12     0.434  0.068     0.465  0.024     0.373  0.018     0.416  0.012     0.405  0.008
  1992     1     0.992  0.080     0.395  0.034     0.374  0.018     0.416  0.013     0.411  0.009
  1992     2     0.726  0.077     0.348  0.033     0.371  0.018     0.413  0.012     0.417  0.009
  1992     3     0.588  0.153     0.263  0.031     0.373  0.018     0.419  0.012     0.425  0.009
  1992     4     0.213  0.094     0.230  0.027     0.377  0.018     0.421  0.012     0.428  0.009
  1992     5     0.159  0.085     0.183  0.028     0.387  0.018     0.422  0.012     0.432  0.009
  1992     6     0.045  0.068     0.183  0.029     0.382  0.018     0.423  0.012     0.435  0.009
  1992     7    -0.253  0.103     0.160  0.031     0.387  0.017     0.420  0.012     0.438  0.010
  1992     8    -0.134  0.086     0.146  0.033     0.403  0.018     0.423  0.011     0.441  0.009
  1992     9    -0.447  0.076     0.148  0.032     0.390  0.018     0.425  0.011     0.445  0.009
  1992    10     0.097  0.056     0.158  0.033     0.387  0.017     0.429  0.012     0.448  0.009
  1992    11    -0.212  0.082     0.154  0.030     0.383  0.016     0.435  0.012     0.452  0.010
  1992    12     0.436  0.152     0.150  0.029     0.387  0.017     0.435  0.012     0.450  0.010
  1993     1     0.716  0.095     0.184  0.025     0.392  0.018     0.434  0.012     0.452  0.010
  1993     2     0.552  0.059     0.191  0.025     0.401  0.018     0.445  0.012     0.454  0.010
  1993     3     0.610  0.087     0.215  0.026     0.407  0.019     0.446  0.013     0.455  0.010
  1993     4     0.341  0.046     0.236  0.028     0.412  0.019     0.449  0.013     0.457  0.010
  1993     5     0.105  0.049     0.223  0.027     0.409  0.018     0.453  0.013     0.458  0.010
  1993     6    -0.007  0.038     0.221  0.028     0.404  0.017     0.456  0.013     0.461  0.010
  1993     7     0.162  0.064     0.198  0.027     0.398  0.017     0.461  0.012     0.463  0.010
  1993     8    -0.052  0.073     0.119  0.031     0.396  0.017     0.463  0.012     0.464  0.010
  1993     9    -0.163  0.082     0.102  0.028     0.396  0.018     0.463  0.011     0.465  0.011
  1993    10     0.351  0.079     0.129  0.028     0.387  0.017     0.463  0.011     0.469  0.010
  1993    11    -0.361  0.068     0.145  0.024     0.386  0.017     0.463  0.011     0.469  0.010
  1993    12     0.410  0.069     0.196  0.022     0.377  0.017     0.466  0.011     0.474  0.010
  1994     1     0.435  0.109     0.206  0.027     0.374  0.018     0.473  0.011     0.476  0.010
  1994     2    -0.396  0.134     0.217  0.022     0.378  0.018     0.481  0.011     0.482  0.010
  1994     3     0.410  0.058     0.265  0.025     0.372  0.018     0.479  0.011     0.485  0.010
  1994     4     0.659  0.065     0.298  0.026     0.368  0.017     0.480  0.011     0.488  0.010
  1994     5     0.305  0.073     0.385  0.026     0.369  0.017     0.484  0.011     0.486  0.010
  1994     6     0.605  0.032     0.390  0.024     0.373  0.017     0.489  0.012     0.489  0.010
  1994     7     0.283  0.051     0.432  0.023     0.366  0.017     0.491  0.012     0.488  0.010
  1994     8     0.081  0.046     0.585  0.020     0.364  0.017     0.492  0.012     0.489  0.010
  1994     9     0.408  0.044     0.604  0.023     0.365  0.016     0.495  0.013     0.491  0.010
  1994    10     0.746  0.083     0.601  0.024     0.370  0.016     0.497  0.013     0.494  0.009
  1994    11     0.678  0.073     0.590  0.023     0.371  0.015     0.500  0.013     0.500  0.010
  1994    12     0.470  0.037     0.592  0.023     0.380  0.015     0.501  0.013     0.505  0.010
  1995     1     0.942  0.089     0.628  0.023     0.387  0.015     0.499  0.013     0.508  0.010
  1995     2     1.446  0.084     0.683  0.023     0.394  0.014     0.503  0.013     0.513  0.010
  1995     3     0.633  0.071     0.686  0.022     0.412  0.014     0.498  0.013     0.518  0.010
  1995     4     0.620  0.045     0.694  0.018     0.424  0.015     0.502  0.013     0.522  0.009
  1995     5     0.182  0.075     0.692  0.016     0.439  0.014     0.502  0.013     0.525  0.010
  1995     6     0.625  0.079     0.693  0.014     0.445  0.016     0.503  0.013     0.529  0.010
  1995     7     0.716  0.059     0.636  0.016     0.446  0.015     0.503  0.013     0.534  0.010
  1995     8     0.736  0.053     0.581  0.018     0.463  0.015     0.507  0.013     0.536  0.010
  1995     9     0.454  0.077     0.544  0.020     0.465  0.016     0.510  0.014     0.541  0.010
  1995    10     0.839  0.058     0.519  0.020     0.476  0.016     0.507  0.015     0.546  0.010
  1995    11     0.650  0.052     0.520  0.021     0.489  0.016     0.501  0.014     0.552  0.010
  1995    12     0.480  0.064     0.480  0.019     0.505  0.016     0.496  0.014     0.556  0.010
  1996     1     0.259  0.110     0.457  0.020     0.518  0.016     0.497  0.014     0.556  0.010
  1996     2     0.784  0.103     0.452  0.023     0.535  0.015     0.494  0.014     0.558  0.010
  1996     3     0.197  0.053     0.430  0.026     0.547  0.015     0.500  0.014     0.560  0.010
  1996     4     0.316  0.082     0.382  0.026     0.552  0.015     0.500  0.014     0.561  0.010
  1996     5     0.197  0.091     0.364  0.027     0.563  0.014     0.506  0.014     0.561  0.010
  1996     6     0.141  0.072     0.380  0.027     0.573  0.014     0.504  0.015     0.565  0.011
  1996     7     0.437  0.065     0.406  0.026     0.582  0.014     0.506  0.015     0.568  0.011
  1996     8     0.681  0.050     0.387  0.024     0.613  0.013     0.506  0.015     0.572  0.011
  1996     9     0.192  0.053     0.427  0.022     0.609  0.013     0.507  0.015     0.576  0.011
  1996    10     0.256  0.092     0.443  0.021     0.606  0.013     0.508  0.015     0.580  0.011
  1996    11     0.434  0.047     0.444  0.021     0.607  0.013     0.515  0.014     0.584  0.011
  1996    12     0.676  0.066     0.481  0.023     0.605  0.013     0.518  0.015     0.590  0.011
  1997     1     0.570  0.077     0.458  0.021     0.608  0.013     0.522  0.015     0.595  0.011
  1997     2     0.562  0.088     0.429  0.019     0.613  0.013     0.528  0.015     0.596  0.011
  1997     3     0.667  0.096     0.462  0.021     0.617  0.014     0.535  0.015     0.601  0.011
  1997     4     0.516  0.064     0.510  0.020     0.616  0.013     0.541  0.015     0.606  0.011
  1997     5     0.202  0.083     0.534  0.020     0.613  0.014     0.547  0.014     0.610  0.012
  1997     6     0.588  0.071     0.542  0.020     0.620  0.014     0.551  0.015     0.612  0.012
  1997     7     0.155  0.072     0.557  0.017     0.610  0.014     0.560  0.015     0.613  0.012
  1997     8     0.345  0.080     0.645  0.020     0.602  0.014     0.567  0.015     0.616  0.012
  1997     9     0.577  0.081     0.646  0.027     0.606  0.014     0.577  0.015     0.618  0.012
  1997    10     0.843  0.073     0.687  0.030     0.616  0.014     0.582  0.015     0.621  0.012
  1997    11     0.712  0.048     0.745  0.028     0.621  0.014     0.591  0.015     0.625  0.012
  1997    12     0.774  0.057     0.778  0.028     0.619  0.014     0.590  0.016     0.625  0.012
  1998     1     0.752  0.078     0.841  0.026     0.615  0.014     0.596  0.016     0.623  0.013
  1998     2     1.615  0.084     0.894  0.025     0.612  0.015     0.598  0.016     0.623  0.013
  1998     3     0.685  0.069     0.891  0.023     0.612  0.016     0.599  0.016     0.627  0.013
  1998     4     1.008  0.077     0.877  0.018     0.602  0.016     0.603  0.016     0.629  0.013
  1998     5     0.902  0.064     0.841  0.019     0.594  0.016     0.608  0.016     0.630  0.013
  1998     6     0.977  0.082     0.862  0.016     0.589  0.016     0.612  0.016     0.630  0.013
  1998     7     0.918  0.057     0.878  0.016     0.597  0.016     0.615  0.017     0.631  0.013
  1998     8     0.970  0.047     0.867  0.015     0.592  0.016     0.622  0.016     0.630  0.013
  1998     9     0.544  0.058     0.826  0.018     0.604  0.016     0.630  0.017     0.631  0.013
  1998    10     0.681  0.049     0.782  0.020     0.613  0.016     0.636  0.017     0.633  0.013
  1998    11     0.282  0.048     0.734  0.020     0.625  0.016     0.644  0.016     0.636  0.014
  1998    12     1.026  0.046     0.694  0.025     0.632  0.017     0.653  0.016     0.636  0.014
  1999     1     0.944  0.104     0.655  0.026     0.638  0.016     0.657  0.016     0.640  0.014
  1999     2     1.475  0.088     0.610  0.030     0.635  0.015     0.671  0.016     0.642  0.014
  1999     3     0.197  0.053     0.615  0.031     0.642  0.016     0.676  0.016     0.643  0.014
  1999     4     0.475  0.058     0.618  0.033     0.648  0.016     0.678  0.016     0.646  0.014
  1999     5     0.327  0.062     0.634  0.031     0.661  0.016     0.677  0.017     0.650  0.014
  1999     6     0.498  0.065     0.625  0.034     0.663  0.016     0.675  0.017     0.653  0.015
  1999     7     0.448  0.070     0.574  0.036     0.677  0.016     0.672  0.016     0.655  0.015
  1999     8     0.432  0.064     0.532  0.035     0.693  0.017     0.673  0.016     0.657  0.015
  1999     9     0.605  0.075     0.589  0.033     0.706  0.018     0.674  0.016     0.660  0.015
  1999    10     0.716  0.051     0.648  0.030     0.712  0.018     0.675  0.016     0.662  0.015
  1999    11     0.469  0.052     0.662  0.027     0.722  0.018     0.680  0.016     0.665  0.015
  1999    12     0.919  0.082     0.664  0.025     0.721  0.018     0.681  0.015     0.665  0.015
  2000     1     0.340  0.111     0.663  0.022     0.734  0.018     0.683  0.015     0.667  0.015
  2000     2     0.969  0.074     0.677  0.023     0.739  0.019     0.677  0.015     0.670  0.015
  2000     3     0.881  0.060     0.663  0.023     0.743  0.020     0.682  0.015     0.670  0.016
  2000     4     1.183  0.086     0.621  0.025     0.741  0.020     0.687  0.015     0.672  0.016
  2000     5     0.500  0.069     0.598  0.023     0.742  0.020     0.693  0.016     0.674  0.016
  2000     6     0.517  0.076     0.539  0.021     0.735  0.020     0.696  0.016     0.676  0.016
  2000     7     0.430  0.057     0.570  0.020     0.745  0.020     0.696  0.016     0.678  0.016
  2000     8     0.605  0.079     0.531  0.021     0.733  0.021     0.695  0.016     0.680  0.016
  2000     9     0.433  0.076     0.532  0.025     0.733  0.020     0.700  0.016     0.683  0.017
  2000    10     0.211  0.064     0.506  0.026     0.730  0.021     0.704  0.016     0.686  0.017
  2000    11     0.195  0.060     0.540  0.026     0.727  0.021     0.709  0.016     0.688  0.016
  2000    12     0.210  0.080     0.545  0.027     0.719  0.021     0.715  0.016     0.687  0.017
  2001     1     0.712  0.096     0.572  0.026     0.713  0.022     0.719  0.015     0.688  0.017
  2001     2     0.511  0.059     0.563  0.024     0.709  0.023     0.723  0.015     0.686  0.017
  2001     3     0.888  0.061     0.578  0.024     0.713  0.024     0.729  0.015     0.689  0.017
  2001     4     0.875  0.039     0.614  0.023     0.721  0.024     0.732  0.016     0.690  0.017
  2001     5     0.906  0.073     0.697  0.021     0.726  0.024     0.733  0.016     0.691  0.018
  2001     6     0.573  0.068     0.750  0.023     0.733  0.024     0.740  0.016     0.692  0.018
  2001     7     0.752  0.038     0.808  0.023     0.733  0.023     0.741  0.016     0.694  0.018
  2001     8     0.498  0.066     0.889  0.023     0.730  0.023     0.743  0.016     0.696  0.018
  2001     9     0.613  0.084     0.935  0.023     0.743  0.023     0.748  0.016     0.697  0.018
  2001    10     0.649  0.041     0.934  0.024     0.750  0.023     0.754  0.017     0.700  0.018
  2001    11     1.187  0.073     0.930  0.022     0.748  0.023     0.758  0.017     0.701  0.019
  2001    12     0.845  0.086     0.927  0.023     0.745  0.023     0.763  0.017     0.703  0.019
  2002     1     1.411  0.091     0.942  0.026     0.736  0.022     0.775  0.017     0.702  0.019
  2002     2     1.486  0.093     0.952  0.026     0.733  0.021     0.779  0.017     0.700  0.019
  2002     3     1.437  0.039     0.969  0.029     0.732  0.021     0.783  0.017     0.701  0.019
  2002     4     0.866  0.063     0.973  0.029     0.734  0.020     0.791  0.017     0.705  0.019
  2002     5     0.858  0.035     0.939  0.029     0.746  0.020     0.799  0.017     0.710  0.019
  2002     6     0.529  0.043     0.900  0.029     0.741  0.019     0.800  0.017     0.714  0.019
  2002     7     0.933  0.061     0.897  0.029     0.756  0.019     0.805  0.018     0.717  0.019
  2002     8     0.618  0.060     0.846  0.029     0.752  0.019     0.809  0.019     0.721  0.020
  2002     9     0.824  0.090     0.785  0.031     0.757  0.020     0.811  0.019     0.727  0.020
  2002    10     0.695  0.071     0.778  0.029     0.759  0.020     0.813  0.019     0.731  0.020
  2002    11     0.776  0.059     0.770  0.031     0.765  0.021     0.815  0.019     0.736  0.020
  2002    12     0.381  0.069     0.764  0.033     0.772  0.021     0.816  0.019     0.736  0.021
  2003     1     1.368  0.075     0.732  0.036     0.777  0.021     0.812  0.020     0.738  0.021
  2003     2     0.876  0.097     0.744  0.035     0.777  0.021     0.802  0.020     0.740  0.021
  2003     3     0.702  0.066     0.740  0.036     0.788  0.021     0.809  0.020     0.741  0.021
  2003     4     0.782  0.054     0.777  0.035     0.806  0.020     0.808  0.020     0.743  0.021
